"DATE","NOUTPUT10M1","NOUTPUT10M2","NOUTPUT10M3","NOUTPUT10M4","NOUTPUT10M5","NOUTPUT10M6","NOUTPUT10M7","NOUTPUT10M8","NOUTPUT10M9","NOUTPUT10M10","NOUTPUT10M11","NOUTPUT10M12","NOUTPUT11M1","NOUTPUT11M2","NOUTPUT11M3","NOUTPUT11M4","NOUTPUT11M5","NOUTPUT11M6","NOUTPUT11M7","NOUTPUT11M8","NOUTPUT11M9","NOUTPUT11M10","NOUTPUT11M11","NOUTPUT11M12","NOUTPUT12M1","NOUTPUT12M2","NOUTPUT12M3","NOUTPUT12M4","NOUTPUT12M5","NOUTPUT12M6","NOUTPUT12M7","NOUTPUT12M8","NOUTPUT12M9","NOUTPUT12M10","NOUTPUT12M11","NOUTPUT12M12","NOUTPUT13M1","NOUTPUT13M2","NOUTPUT13M3","NOUTPUT13M4","NOUTPUT13M5","NOUTPUT13M6","NOUTPUT13M7","NOUTPUT13M8","NOUTPUT13M9","NOUTPUT13M10","NOUTPUT13M11","NOUTPUT13M12","NOUTPUT14M1","NOUTPUT14M2","NOUTPUT14M3","NOUTPUT14M4","NOUTPUT14M5","NOUTPUT14M6","NOUTPUT14M7","NOUTPUT14M8","NOUTPUT14M9","NOUTPUT14M10","NOUTPUT14M11","NOUTPUT14M12","NOUTPUT15M1","NOUTPUT15M2","NOUTPUT15M3","NOUTPUT15M4","NOUTPUT15M5","NOUTPUT15M6","NOUTPUT15M7","NOUTPUT15M8","NOUTPUT15M9","NOUTPUT15M10","NOUTPUT15M11"
"1947:Q1","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1"
"1947:Q2","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3"
"1947:Q3","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1"
"1947:Q4","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3"
"1948:Q1","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2"
"1948:Q2","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9","272.9"
"1948:Q3","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5"
"1948:Q4","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","275.1","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7"
"1949:Q1","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4"
"1949:Q2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7","271.7"
"1949:Q3","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3"
"1949:Q4","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0"
"1950:Q1","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","275.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2","281.2"
"1950:Q2","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7"
"1950:Q3","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","301.9","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5"
"1950:Q4","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","313.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3"
"1951:Q1","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","329.0","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4"
"1951:Q2","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5"
"1951:Q3","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8","351.8"
"1951:Q4","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","347.9","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6"
"1952:Q1","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2","360.2"
"1952:Q2","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4"
"1952:Q3","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1"
"1952:Q4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2","381.2"
"1953:Q1","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5","388.5"
"1953:Q2","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","382.0","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3"
"1953:Q3","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","381.1","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7"
"1953:Q4","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","375.9","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5"
"1954:Q1","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9"
"1954:Q2","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7","386.7"
"1954:Q3","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6"
"1954:Q4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3","400.3"
"1955:Q1","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8","413.8"
"1955:Q2","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","410.9","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2","422.2"
"1955:Q3","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9"
"1955:Q4","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","426.0","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8"
"1956:Q1","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5"
"1956:Q2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8"
"1956:Q3","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0"
"1956:Q4","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","448.1","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3"
"1957:Q1","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","457.2","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6"
"1957:Q2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8"
"1957:Q3","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","466.4","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3"
"1957:Q4","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","461.5","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7"
"1958:Q1","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","453.9","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4","468.4"
