"DATE","RIMP80M1","RIMP80M2","RIMP80M3","RIMP80M4","RIMP80M5","RIMP80M6","RIMP80M7","RIMP80M8","RIMP80M9","RIMP80M10","RIMP80M11","RIMP80M12","RIMP81M1","RIMP81M2","RIMP81M3","RIMP81M4","RIMP81M5","RIMP81M6","RIMP81M7","RIMP81M8","RIMP81M9","RIMP81M10","RIMP81M11","RIMP81M12","RIMP82M1","RIMP82M2","RIMP82M3","RIMP82M4","RIMP82M5","RIMP82M6","RIMP82M7","RIMP82M8","RIMP82M9","RIMP82M10","RIMP82M11","RIMP82M12","RIMP83M1","RIMP83M2","RIMP83M3","RIMP83M4","RIMP83M5","RIMP83M6","RIMP83M7","RIMP83M8","RIMP83M9","RIMP83M10","RIMP83M11","RIMP83M12","RIMP84M1","RIMP84M2","RIMP84M3","RIMP84M4","RIMP84M5","RIMP84M6","RIMP84M7","RIMP84M8","RIMP84M9","RIMP84M10","RIMP84M11","RIMP84M12","RIMP85M1","RIMP85M2","RIMP85M3","RIMP85M4","RIMP85M5","RIMP85M6","RIMP85M7","RIMP85M8","RIMP85M9","RIMP85M10","RIMP85M11","RIMP85M12","RIMP86M1","RIMP86M2","RIMP86M3","RIMP86M4","RIMP86M5","RIMP86M6","RIMP86M7","RIMP86M8","RIMP86M9","RIMP86M10","RIMP86M11","RIMP86M12","RIMP87M1","RIMP87M2","RIMP87M3","RIMP87M4","RIMP87M5","RIMP87M6","RIMP87M7","RIMP87M8","RIMP87M9","RIMP87M10","RIMP87M11","RIMP87M12","RIMP88M1","RIMP88M2","RIMP88M3","RIMP88M4","RIMP88M5","RIMP88M6","RIMP88M7","RIMP88M8","RIMP88M9","RIMP88M10","RIMP88M11","RIMP88M12","RIMP89M1","RIMP89M2","RIMP89M3","RIMP89M4","RIMP89M5","RIMP89M6","RIMP89M7","RIMP89M8","RIMP89M9","RIMP89M10","RIMP89M11","RIMP89M12"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","99.4","100.4","99.9","99.9","99.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.0","108.0","108.0","108.0","108.0","108.0","108.0","108.0","108.0","108.0","108.0","108.0","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","95.3","95.4","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.6","108.3","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4","328.4"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.1","112.9","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.3","115.0","115.4","115.4","115.4","115.4","115.4","115.4","115.4","115.4","115.4","115.4","115.5","115.5","115.5","115.5","115.5","115.5","115.5","115.5","115.5","115.5","115.5","115.5","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1","345.1"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","118.4","118.4","116.9","116.9","116.9","116.9","116.9","116.9","116.9","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.2","116.7","118.2","118.2","118.2","118.2","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.8","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.8","113.8","112.8","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.8","118.3","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8","336.8"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.5","120.9","120.0","120.0","120.0","120.0","120.0","120.0","120.0","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.3","112.2","111.6","111.6","111.6","111.6","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.5","115.0","114.2","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4","326.4"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","124.0","123.4","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","131.1","130.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","399.1","389.3","389.3","389.3","389.3","389.3","389.3","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","139.0","136.9","137.8","137.8","137.8","137.8","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","408.0","408.0","408.0","408.0","408.0","408.0","408.0","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","150.4","153.5","151.9","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","423.3","423.3","423.3","423.3","423.3","423.3","423.3","429.9","429.9","429.9","429.9","429.9","429.9","429.9","429.9","429.9","429.9","429.9","429.9","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3","431.3"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","158.8","155.9","156.2","156.2","156.2","156.2","156.2","156.2","156.2","156.2","156.2","156.2","156.2","156.2","156.2","156.2","156.2","457.0","457.0","457.0","457.0","457.0","457.0","457.0","454.2","454.2","454.2","454.2","454.2","454.2","454.2","454.2","454.2","454.2","454.2","454.2","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5","456.5"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","172.8","174.4","174.4","174.4","174.4","174.4","174.4","174.4","174.4","174.4","174.4","174.4","174.4","174.4","465.6","465.6","465.6","465.6","465.6","465.6","465.6","461.2","461.2","461.2","461.2","461.2","461.2","461.2","461.2","461.2","461.2","461.2","461.2","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","161.4","158.4","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","477.5","477.5","477.5","477.5","477.5","477.5","477.5","467.7","467.7","467.7","467.7","467.7","467.7","467.7","467.7","467.7","467.7","467.7","467.7","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","170.1","171.8","172.1","172.1","172.1","172.1","172.1","172.1","440.5","440.5","440.5","440.5","440.5","440.5","440.5","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","172.7","172.1","171.8","171.8","171.8","459.3","459.3","459.3","459.3","459.3","459.3","459.3","469.3","469.3","469.3","469.3","469.3","469.3","469.3","469.3","469.3","469.3","469.3","469.3","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","172.1","176.4","473.3","473.3","473.3","473.3","473.3","473.3","473.3","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","475.4","475.4","475.4","475.4","475.4","475.4","475.4","475.4","475.4","475.4","475.4","475.4","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5","470.5"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","488.0","493.9","500.0","500.0","500.0","500.0","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","495.8","495.8","495.8","495.8","495.8","495.8","495.8","495.8","495.8","495.8","495.8","495.8","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","495.4","498.6","503.0","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","502.9","502.9","502.9","502.9","502.9"
