"DATE","REX10M1","REX10M2","REX10M3","REX10M4","REX10M5","REX10M6","REX10M7","REX10M8","REX10M9","REX10M10","REX10M11","REX10M12","REX11M1","REX11M2","REX11M3","REX11M4","REX11M5","REX11M6","REX11M7","REX11M8","REX11M9","REX11M10","REX11M11","REX11M12","REX12M1","REX12M2","REX12M3","REX12M4","REX12M5","REX12M6","REX12M7","REX12M8","REX12M9","REX12M10","REX12M11","REX12M12","REX13M1","REX13M2","REX13M3","REX13M4","REX13M5","REX13M6","REX13M7","REX13M8","REX13M9","REX13M10","REX13M11","REX13M12","REX14M1","REX14M2","REX14M3","REX14M4","REX14M5","REX14M6","REX14M7","REX14M8","REX14M9","REX14M10","REX14M11","REX14M12","REX15M1","REX15M2","REX15M3","REX15M4","REX15M5","REX15M6","REX15M7","REX15M8","REX15M9","REX15M10","REX15M11"
"1983:Q2","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","316.3","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4"
"1983:Q3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.3","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5"
"1983:Q4","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.8","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","327.5","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5"
"1984:Q1","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.6","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","355.6","355.6","355.6","355.6","355.6","355.6","355.6","355.6","355.6","355.6","355.6","355.6","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8"
"1984:Q2","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7"
"1984:Q3","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8"
"1984:Q4","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","357.4","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4"
"1985:Q1","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","381.0","381.0","381.0","381.0","381.0","381.0","381.0","381.0","381.0","381.0","381.0","381.0","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4","383.4"
"1985:Q2","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.6","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5"
"1985:Q3","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.4","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0"
"1985:Q4","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3"
"1986:Q1","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","373.1","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5"
"1986:Q2","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8"
"1986:Q3","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1"
"1986:Q4","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5","429.5"
"1987:Q1","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","427.2","427.2","427.2","427.2","427.2","427.2","427.2","427.2","427.2","427.2","427.2","427.2","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8"
"1987:Q2","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5"
"1987:Q3","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9","466.9"
"1987:Q4","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3"
"1988:Q1","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2"
"1988:Q2","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5"
"1988:Q3","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9"
"1988:Q4","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","548.9","548.9","548.9","548.9","548.9","548.9","548.9","548.9","548.9","548.9","548.9","548.9","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2"
"1989:Q1","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","565.3","565.3","565.3","565.3","565.3","565.3","565.3","565.3","565.3","565.3","565.3","565.3","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7"
"1989:Q2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6"
"1989:Q3","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7"
"1989:Q4","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","605.1","605.1","605.1","605.1","605.1","605.1","605.1","605.1","605.1","605.1","605.1","605.1","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7"
"1990:Q1","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2","635.2"
"1990:Q2","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1","643.1"
"1990:Q3","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","644.1","644.1","644.1","644.1","644.1","644.1","644.1","644.1","644.1","644.1","644.1","644.1","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0"
"1990:Q4","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","649.7","649.7","649.7","649.7","649.7","649.7","649.7","649.7","649.7","649.7","649.7","649.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7","653.7"
"1991:Q1","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7","657.7"
"1991:Q2","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","677.6","677.6","677.6","677.6","677.6","677.6","677.6","677.6","677.6","677.6","677.6","677.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6"
"1991:Q3","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","693.6","693.6","693.6","693.6","693.6","693.6","693.6","693.6","693.6","693.6","693.6","693.6","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8","697.8"
"1991:Q4","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","709.2","709.2","709.2","709.2","709.2","709.2","709.2","709.2","709.2","709.2","709.2","709.2","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5","713.5"
"1992:Q1","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","722.1","722.1","722.1","722.1","722.1","722.1","722.1","722.1","722.1","722.1","722.1","722.1","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4","726.4"
"1992:Q2","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","722.4","722.4","722.4","722.4","722.4","722.4","722.4","722.4","722.4","722.4","722.4","722.4","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7","726.7"
"1992:Q3","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","737.7","737.7","737.7","737.7","737.7","737.7","737.7","737.7","737.7","737.7","737.7","737.7","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1"
"1992:Q4","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","741.4","741.4","741.4","741.4","741.4","741.4","741.4","741.4","741.4","741.4","741.4","741.4","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9","745.9"
"1993:Q1","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","743.1","743.1","743.1","743.1","743.1","743.1","743.1","743.1","743.1","743.1","743.1","743.1","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6"
"1993:Q2","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","752.0","752.0","752.0","752.0","752.0","752.0","752.0","752.0","752.0","752.0","752.0","752.0","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5","756.5"
"1993:Q3","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","750.0","750.0","750.0","750.0","750.0","750.0","750.0","750.0","750.0","750.0","750.0","750.0","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5","754.5"
"1993:Q4","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","724.2","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","774.2","774.2","774.2","774.2","774.2","774.2","774.2","774.2","774.2","774.2","774.2","774.2","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9","778.9"
"1994:Q1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","731.1","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","730.6","781.7","781.7","781.7","781.7","781.7","781.7","781.7","781.7","781.7","781.7","781.7","781.7","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5","786.5"
"1994:Q2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","755.2","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","754.7","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1","813.1"
"1994:Q3","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","784.1","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5","843.5"
