"DATE","RNX10M1","RNX10M2","RNX10M3","RNX10M4","RNX10M5","RNX10M6","RNX10M7","RNX10M8","RNX10M9","RNX10M10","RNX10M11","RNX10M12","RNX11M1","RNX11M2","RNX11M3","RNX11M4","RNX11M5","RNX11M6","RNX11M7","RNX11M8","RNX11M9","RNX11M10","RNX11M11","RNX11M12","RNX12M1","RNX12M2","RNX12M3","RNX12M4","RNX12M5","RNX12M6","RNX12M7","RNX12M8","RNX12M9","RNX12M10","RNX12M11","RNX12M12","RNX13M1","RNX13M2","RNX13M3","RNX13M4","RNX13M5","RNX13M6","RNX13M7","RNX13M8","RNX13M9","RNX13M10","RNX13M11","RNX13M12","RNX14M1","RNX14M2","RNX14M3","RNX14M4","RNX14M5","RNX14M6","RNX14M7","RNX14M8","RNX14M9","RNX14M10","RNX14M11","RNX14M12","RNX15M1","RNX15M2","RNX15M3","RNX15M4","RNX15M5","RNX15M6","RNX15M7","RNX15M8","RNX15M9","RNX15M10","RNX15M11"
"1966:Q1","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-35.6","-35.6","-35.6","-35.6","-35.6","-35.6","-35.6","-35.6","-35.6","-35.6","-35.6","-35.6","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7","-34.7"
"1966:Q2","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-30.0","-33.8","-33.8","-33.8","-33.8","-33.8","-33.8","-33.8","-33.8","-33.8","-33.8","-33.8","-33.8","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9","-32.9"
"1966:Q3","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-44.7","-49.6","-49.6","-49.6","-49.6","-49.6","-49.6","-49.6","-49.6","-49.6","-49.6","-49.6","-49.6","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7","-48.7"
"1966:Q4","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-47.0","-47.0","-47.0","-47.0","-47.0","-47.0","-47.0","-47.0","-47.0","-47.0","-47.0","-47.0","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2"
"1967:Q1","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-47.2","-47.2","-47.2","-47.2","-47.2","-47.2","-47.2","-47.2","-47.2","-47.2","-47.2","-47.2","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3"
"1967:Q2","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-47.1","-47.1","-47.1","-47.1","-47.1","-47.1","-47.1","-47.1","-47.1","-47.1","-47.1","-47.1","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2"
"1967:Q3","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-53.3","-53.3","-53.3","-53.3","-53.3","-53.3","-53.3","-53.3","-53.3","-53.3","-53.3","-53.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3","-52.3"
"1967:Q4","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-59.5","-59.5","-59.5","-59.5","-59.5","-59.5","-59.5","-59.5","-59.5","-59.5","-59.5","-59.5","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6","-58.6"
"1968:Q1","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-67.6","-67.6","-67.6","-67.6","-67.6","-67.6","-67.6","-67.6","-67.6","-67.6","-67.6","-67.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6","-66.6"
"1968:Q2","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-67.9","-67.9","-67.9","-67.9","-67.9","-67.9","-67.9","-67.9","-67.9","-67.9","-67.9","-67.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9","-66.9"
"1968:Q3","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1","-71.1"
"1968:Q4","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2","-71.2"
"1969:Q1","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-69.7","-69.7","-69.7","-69.7","-69.7","-69.7","-69.7","-69.7","-69.7","-69.7","-69.7","-69.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7","-68.7"
"1969:Q2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-79.6","-79.6","-79.6","-79.6","-79.6","-79.6","-79.6","-79.6","-79.6","-79.6","-79.6","-79.6","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3","-78.3"
"1969:Q3","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-80.4","-80.4","-80.4","-80.4","-80.4","-80.4","-80.4","-80.4","-80.4","-80.4","-80.4","-80.4","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2","-79.2"
"1969:Q4","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-71.6","-71.6","-71.6","-71.6","-71.6","-71.6","-71.6","-71.6","-71.6","-71.6","-71.6","-71.6","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5","-70.5"
"1970:Q1","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-62.7","-69.3","-69.3","-69.3","-69.3","-69.3","-69.3","-69.3","-69.3","-69.3","-69.3","-69.3","-69.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3","-68.3"
"1970:Q2","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-59.8","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2"
"1970:Q3","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-59.9","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-66.4","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2"
"1970:Q4","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-61.9","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4","-67.4"
"1971:Q1","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.5","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-58.4","-64.8","-64.8","-64.8","-64.8","-64.8","-64.8","-64.8","-64.8","-64.8","-64.8","-64.8","-64.8","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6","-63.6"
"1971:Q2","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.7","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-76.6","-84.4","-84.4","-84.4","-84.4","-84.4","-84.4","-84.4","-84.4","-84.4","-84.4","-84.4","-84.4","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2","-83.2"
"1971:Q3","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-75.0","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-82.7","-82.7","-82.7","-82.7","-82.7","-82.7","-82.7","-82.7","-82.7","-82.7","-82.7","-82.7","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4"
"1971:Q4","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-72.9","-80.3","-80.3","-80.3","-80.3","-80.3","-80.3","-80.3","-80.3","-80.3","-80.3","-80.3","-80.3","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0","-79.0"
"1972:Q1","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-99.3","-99.3","-99.3","-99.3","-99.3","-99.3","-99.3","-99.3","-99.3","-99.3","-99.3","-99.3","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4","-97.4"
"1972:Q2","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-86.0","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-85.9","-94.4","-94.4","-94.4","-94.4","-94.4","-94.4","-94.4","-94.4","-94.4","-94.4","-94.4","-94.4","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7"
"1972:Q3","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.6","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-80.5","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8","-86.8"
