"DATE","RCOND90M1","RCOND90M2","RCOND90M3","RCOND90M4","RCOND90M5","RCOND90M6","RCOND90M7","RCOND90M8","RCOND90M9","RCOND90M10","RCOND90M11","RCOND90M12","RCOND91M1","RCOND91M2","RCOND91M3","RCOND91M4","RCOND91M5","RCOND91M6","RCOND91M7","RCOND91M8","RCOND91M9","RCOND91M10","RCOND91M11","RCOND91M12","RCOND92M1","RCOND92M2","RCOND92M3","RCOND92M4","RCOND92M5","RCOND92M6","RCOND92M7","RCOND92M8","RCOND92M9","RCOND92M10","RCOND92M11","RCOND92M12","RCOND93M1","RCOND93M2","RCOND93M3","RCOND93M4","RCOND93M5","RCOND93M6","RCOND93M7","RCOND93M8","RCOND93M9","RCOND93M10","RCOND93M11","RCOND93M12","RCOND94M1","RCOND94M2","RCOND94M3","RCOND94M4","RCOND94M5","RCOND94M6","RCOND94M7","RCOND94M8","RCOND94M9","RCOND94M10","RCOND94M11","RCOND94M12","RCOND95M1","RCOND95M2","RCOND95M3","RCOND95M4","RCOND95M5","RCOND95M6","RCOND95M7","RCOND95M8","RCOND95M9","RCOND95M10","RCOND95M11","RCOND95M12","RCOND96M1","RCOND96M2","RCOND96M3","RCOND96M4","RCOND96M5","RCOND96M6","RCOND96M7","RCOND96M8","RCOND96M9","RCOND96M10","RCOND96M11","RCOND96M12","RCOND97M1","RCOND97M2","RCOND97M3","RCOND97M4","RCOND97M5","RCOND97M6","RCOND97M7","RCOND97M8","RCOND97M9","RCOND97M10","RCOND97M11","RCOND97M12","RCOND98M1","RCOND98M2","RCOND98M3","RCOND98M4","RCOND98M5","RCOND98M6","RCOND98M7","RCOND98M8","RCOND98M9","RCOND98M10","RCOND98M11","RCOND98M12","RCOND99M1","RCOND99M2","RCOND99M3","RCOND99M4","RCOND99M5","RCOND99M6","RCOND99M7","RCOND99M8","RCOND99M9","RCOND99M10","RCOND99M11","RCOND99M12"
"1981:Q3","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","255.5","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","292.8","#N/A","290.4"
"1981:Q4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","240.4","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","#N/A","269.0"
"1982:Q1","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","#N/A","278.3"
"1982:Q2","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","249.1","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","281.4","#N/A","279.2"
"1982:Q3","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","#N/A","281.4"
"1982:Q4","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","#N/A","294.8"
"1983:Q1","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","274.3","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","299.9","#N/A","298.1"
"1983:Q2","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","280.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","294.0","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","322.7","#N/A","320.6"
"1983:Q3","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","334.9","#N/A","333.3"
"1983:Q4","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","300.5","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","319.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","#N/A","350.2"
"1984:Q1","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","312.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","329.6","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","365.9","#N/A","363.9"
"1984:Q2","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","339.0","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","#N/A","372.4"
"1984:Q3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","373.7","#N/A","372.3"
"1984:Q4","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","#N/A","384.3"
"1985:Q1","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","#N/A","398.0"
"1985:Q2","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","#N/A","402.2"
"1985:Q3","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","#N/A","428.1"
"1985:Q4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","#N/A","411.8"
"1986:Q1","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","#N/A","419.8"
"1986:Q2","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","#N/A","433.8"
"1986:Q3","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","#N/A","471.6"
"1986:Q4","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","#N/A","464.5"
"1987:Q1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","377.6","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.2","435.2"
"1987:Q2","389.3","389.3","389.3","389.3","389.3","389.3","389.3","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","390.4","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.8","453.8"
"1987:Q3","403.8","403.8","403.8","403.8","403.8","403.8","403.8","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","405.1","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.8","472.8"
"1987:Q4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","459.0","459.0"
