"DATE","PCONGM09M8","PCONGM09M9","PCONGM09M10","PCONGM09M11","PCONGM09M12","PCONGM10M1","PCONGM10M2","PCONGM10M3","PCONGM10M4","PCONGM10M5","PCONGM10M6","PCONGM10M7","PCONGM10M8","PCONGM10M9","PCONGM10M10","PCONGM10M11","PCONGM10M12","PCONGM11M1","PCONGM11M2","PCONGM11M3","PCONGM11M4","PCONGM11M5","PCONGM11M6","PCONGM11M7","PCONGM11M8","PCONGM11M9","PCONGM11M10","PCONGM11M11","PCONGM11M12","PCONGM12M1","PCONGM12M2","PCONGM12M3","PCONGM12M4","PCONGM12M5","PCONGM12M6","PCONGM12M7","PCONGM12M8","PCONGM12M9","PCONGM12M10","PCONGM12M11","PCONGM12M12","PCONGM13M1","PCONGM13M2","PCONGM13M3","PCONGM13M4","PCONGM13M5","PCONGM13M6","PCONGM13M7","PCONGM13M8","PCONGM13M9","PCONGM13M10","PCONGM13M11","PCONGM13M12","PCONGM14M1","PCONGM14M2","PCONGM14M3","PCONGM14M4","PCONGM14M5","PCONGM14M6","PCONGM14M7","PCONGM14M8","PCONGM14M9","PCONGM14M10","PCONGM14M11","PCONGM14M12","PCONGM15M1","PCONGM15M2","PCONGM15M3","PCONGM15M4","PCONGM15M5","PCONGM15M6","PCONGM15M7","PCONGM15M8","PCONGM15M9","PCONGM15M10","PCONGM15M11"
"1978:06","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.581","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","55.658","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019","54.019"
"1978:07","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.833","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","55.91","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263","54.263"
"1978:08","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.059","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","56.136","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483","54.483"
"1978:09","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.324","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","56.401","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74","54.74"
"1978:10","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.721","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","56.799","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127","55.127"
"1978:11","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.052","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","57.13","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448","55.448"
"1978:12","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.336","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","57.415","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724","55.724"
"1979:01","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.886","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","57.966","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259","56.259"
"1979:02","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","58.48","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758","56.758"
"1979:03","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","58.957","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","59.038","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299","57.299"
"1979:04","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.546","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","59.628","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872","57.872"
"1979:05","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.108","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","60.191","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418","58.418"
"1979:06","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.636","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","60.719","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931","58.931"
"1979:07","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.196","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","61.28","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475","59.475"
"1979:08","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.601","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","61.685","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869","59.869"
"1979:09","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.173","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","62.259","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425","60.425"
"1979:10","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.641","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","62.727","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88","60.88"
"1979:11","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.142","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","63.229","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367","61.367"
"1979:12","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.696","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","63.784","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905","61.905"
"1980:01","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.617","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","64.706","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8"
"1980:02","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.325","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","65.415","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489","63.489"
"1980:03","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.324","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","66.415","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46","64.46"
"1980:04","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.66","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","66.751","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786","64.786"
"1980:05","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.016","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","67.109","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132","65.132"
"1980:06","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.35","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","67.442","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456","65.456"
"1980:07","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.778","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","67.872","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873","65.873"
"1980:08","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.403","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","68.497","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48","66.48"
"1980:09","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","68.945","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","69.04","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007","67.007"
"1980:10","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.315","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","69.411","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367","67.367"
"1980:11","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.799","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","69.895","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836","67.836"
"1980:12","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.192","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","70.288","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218","68.218"
"1981:01","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","70.857","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771","68.771"
"1981:02","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.612","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","71.711","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599","69.599"
"1981:03","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.108","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","72.207","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081","70.081"
"1981:04","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.257","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","72.357","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226","70.226"
"1981:05","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.373","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","72.472","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338","70.338"
"1981:06","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.518","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","72.618","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479","70.479"
"1981:07","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.804","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","72.904","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757","70.757"
"1981:08","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.083","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","73.184","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029","71.029"
"1981:09","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.395","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","73.496","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332","71.332"
"1981:10","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.563","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","73.665","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495","71.495"
"1981:11","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.709","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","73.811","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637","71.637"
